date,city,precipitation
2018-06-21,SEA,0.0
2018-06-22,SEA,0.0
2018-06-23,SEA,0.18
2018-06-24,SEA,0.0
2018-06-25,SEA,0.17
2018-06-26,SEA,0.15
2018-06-27,SEA,0.0
2018-06-28,SEA,0.0
2018-06-29,SEA,0.0
2018-06-30,SEA,0.0
2018-07-01,SEA,0.02
2018-07-02,SEA,0.01
2018-07-03,SEA,0.0
2018-07-04,SEA,0.0
2018-07-05,SEA,0.0
2018-07-06,SEA,0.0
2018-07-07,SEA,0.0
2018-07-08,SEA,0.0
2018-07-09,SEA,0.0
2018-07-10,SEA,0.0
2018-07-11,SEA,0.0
2018-07-12,SEA,0.0
2018-07-13,SEA,0.0
2018-07-14,SEA,0.0
2018-07-15,SEA,0.0
2018-07-16,SEA,0.0
2018-07-17,SEA,0.0
2018-07-18,SEA,0.0
2018-07-19,SEA,0.0
2018-07-20,SEA,0.0
2018-07-21,SEA,0.0
2018-07-22,SEA,0.0
2018-07-23,SEA,0.0
2018-07-24,SEA,0.0
2018-07-25,SEA,0.0
2018-07-26,SEA,0.0
2018-07-27,SEA,0.0
2018-07-28,SEA,0.0
2018-07-29,SEA,0.0
2018-07-30,SEA,0.0
2018-07-31,SEA,0.0
2018-08-01,SEA,0.0
2018-08-02,SEA,0.0
2018-08-03,SEA,0.04
2018-08-04,SEA,0.01
2018-08-05,SEA,0.0
2018-08-06,SEA,0.0
2018-08-07,SEA,0.0
2018-08-08,SEA,0.0
2018-08-09,SEA,0.0
2018-08-10,SEA,0.0
2018-08-11,SEA,0.0
2018-08-12,SEA,0.01
2018-08-13,SEA,0.0
2018-08-14,SEA,0.0
2018-08-15,SEA,0.0
2018-08-16,SEA,0.0
2018-08-17,SEA,0.0
2018-08-18,SEA,0.0
2018-08-19,SEA,0.0
2018-08-20,SEA,0.0
2018-08-21,SEA,0.0
2018-08-22,SEA,0.0
2018-08-23,SEA,0.0
2018-08-24,SEA,0.0
2018-08-25,SEA,0.0
2018-08-26,SEA,0.01
2018-08-27,SEA,0.27
2018-08-28,SEA,0.0
2018-08-29,SEA,0.0
2018-08-30,SEA,0.0
2018-08-31,SEA,0.25
2018-09-01,SEA,0.0
2018-09-02,SEA,0.0
2018-09-03,SEA,0.0
2018-09-04,SEA,0.0
2018-09-05,SEA,0.0
2018-09-06,SEA,0.0
2018-09-07,SEA,0.0
2018-09-08,SEA,0.14
2018-09-09,SEA,0.0
2018-09-10,SEA,0.17
2018-09-11,SEA,0.01
2018-09-12,SEA,0.0
2018-09-13,SEA,0.0
2018-09-14,SEA,0.1
2018-09-15,SEA,0.08
2018-09-16,SEA,0.28
2018-09-17,SEA,0.05
2018-09-18,SEA,0.0
2018-09-19,SEA,0.0
2018-09-20,SEA,0.03
2018-09-21,SEA,0.0
2018-09-22,SEA,
2018-09-23,SEA,0.01
2018-09-24,SEA,0.0
2018-09-25,SEA,0.0
2018-09-26,SEA,0.0
2018-09-27,SEA,0.0
2018-09-28,SEA,0.0
2018-09-29,SEA,0.0
2018-09-30,SEA,0.1
2018-10-01,SEA,0.01
2018-10-02,SEA,0.27
2018-10-03,SEA,0.07
2018-10-04,SEA,0.0
2018-10-05,SEA,0.0
2018-10-06,SEA,0.31
2018-10-07,SEA,0.0
2018-10-08,SEA,0.13
2018-10-09,SEA,0.38
2018-10-10,SEA,0.02
2018-10-11,SEA,0.0
2018-10-12,SEA,0.0
2018-10-13,SEA,0.0
2018-10-14,SEA,0.0
2018-10-15,SEA,0.0
2018-10-16,SEA,0.0
2018-10-17,SEA,0.0
2018-10-18,SEA,0.0
2018-10-19,SEA,0.0
2018-10-20,SEA,0.0
2018-10-21,SEA,0.0
2018-10-22,SEA,0.01
2018-10-23,SEA,0.01
2018-10-24,SEA,0.04
2018-10-25,SEA,0.0
2018-10-26,SEA,0.82
2018-10-27,SEA,0.02
2018-10-28,SEA,1.25
2018-10-29,SEA,0.14
2018-10-30,SEA,0.01
2018-10-31,SEA,0.1
2018-11-01,SEA,0.03
2018-11-02,SEA,
2018-11-03,SEA,
2018-11-04,SEA,
2018-11-05,SEA,
2018-11-06,SEA,
2018-11-07,SEA,
2018-11-08,SEA,
2018-11-09,SEA,
2018-11-10,SEA,
2018-11-11,SEA,
2018-11-12,SEA,0.0
2018-11-13,SEA,0.0
2018-11-14,SEA,0.12
2018-11-15,SEA,0.08
2018-11-16,SEA,0.04
2018-11-17,SEA,0.0
2018-11-18,SEA,0.0
2018-11-19,SEA,0.0
2018-11-20,SEA,0.0
2018-11-21,SEA,0.0
2018-11-22,SEA,0.29
2018-11-23,SEA,0.78
2018-11-24,SEA,0.08
2018-11-25,SEA,0.0
2018-11-26,SEA,0.32
2018-11-27,SEA,1.56
2018-11-28,SEA,0.45
2018-11-29,SEA,0.15
2018-11-30,SEA,0.01
2018-12-01,SEA,0.18
2018-12-02,SEA,0.29
2018-12-03,SEA,0.02
2018-12-04,SEA,0.0
2018-12-05,SEA,0.0
2018-12-06,SEA,0.0
2018-12-07,SEA,0.0
2018-12-08,SEA,0.01
2018-12-09,SEA,0.0
2018-12-10,SEA,0.56
2018-12-11,SEA,0.14
2018-12-12,SEA,0.37
2018-12-13,SEA,0.15
2018-12-14,SEA,0.18
2018-12-15,SEA,0.05
2018-12-16,SEA,0.38
2018-12-17,SEA,0.3
2018-12-18,SEA,0.83
2018-12-19,SEA,0.27
2018-12-20,SEA,0.18
2018-12-21,SEA,0.16
2018-12-22,SEA,0.01
2018-12-23,SEA,0.83
2018-12-24,SEA,0.05
2018-12-25,SEA,0.02
2018-12-26,SEA,0.03
2018-12-27,SEA,0.12
2018-12-28,SEA,0.07
2018-12-29,SEA,0.32
2018-12-30,SEA,0.44
2018-12-31,SEA,0.01
2019-01-01,SEA,0.0
2019-01-02,SEA,0.0
2019-01-03,SEA,0.42
2019-01-04,SEA,0.55
2019-01-05,SEA,
2019-01-06,SEA,
2019-01-07,SEA,
2019-01-08,SEA,0.02
2019-01-09,SEA,0.35
2019-01-10,SEA,0.32
2019-01-11,SEA,0.03
2019-01-12,SEA,0.0
2019-01-13,SEA,0.0
2019-01-14,SEA,0.0
2019-01-15,SEA,0.0
2019-01-16,SEA,0.0
2019-01-17,SEA,0.12
2019-01-18,SEA,0.15
2019-01-19,SEA,0.28
2019-01-20,SEA,0.04
2019-01-21,SEA,0.0
2019-01-22,SEA,0.01
2019-01-23,SEA,0.7
2019-01-24,SEA,
2019-01-25,SEA,
2019-01-26,SEA,0.02
2019-01-27,SEA,0.0
2019-01-28,SEA,0.0
2019-01-29,SEA,0.0
2019-01-30,SEA,0.0
2019-01-31,SEA,0.0
2019-02-01,SEA,0.16
2019-02-02,SEA,0.35
2019-02-03,SEA,0.04
2019-02-04,SEA,0.35
2019-02-05,SEA,0.02
2019-02-06,SEA,0.0
2019-02-07,SEA,0.0
2019-02-08,SEA,0.0
2019-02-09,SEA,1.12
2019-02-10,SEA,0.0
2019-02-11,SEA,0.7
2019-02-12,SEA,1.02
2019-02-13,SEA,0.15
2019-02-14,SEA,0.0
2019-02-15,SEA,0.19
2019-02-16,SEA,0.02
2019-02-17,SEA,0.39
2019-02-18,SEA,0.02
2019-02-19,SEA,0.07
2019-02-20,SEA,0.27
2019-02-21,SEA,0.03
2019-02-22,SEA,0.0
2019-02-23,SEA,
2019-02-24,SEA,
2019-02-25,SEA,
2019-02-26,SEA,
2019-02-27,SEA,
2019-02-28,SEA,
2019-03-01,SEA,0.0
2019-03-02,SEA,0.0
2019-03-03,SEA,0.0
2019-03-04,SEA,0.0
2019-03-05,SEA,0.0
2019-03-06,SEA,0.0
2019-03-07,SEA,0.27
2019-03-08,SEA,0.03
2019-03-09,SEA,0.08
2019-03-10,SEA,0.0
2019-03-11,SEA,0.0
2019-03-12,SEA,0.76
2019-03-13,SEA,0.19
2019-03-14,SEA,0.0
2019-03-15,SEA,0.0
2019-03-16,SEA,0.0
2019-03-17,SEA,0.0
2019-03-18,SEA,0.0
2019-03-19,SEA,0.0
2019-03-20,SEA,0.0
2019-03-21,SEA,0.0
2019-03-22,SEA,0.0
2019-03-23,SEA,0.01
2019-03-24,SEA,0.0
2019-03-25,SEA,0.0
2019-03-26,SEA,0.21
2019-03-27,SEA,0.0
2019-03-28,SEA,0.0
2019-03-29,SEA,0.0
2019-03-30,SEA,0.0
2019-03-31,SEA,0.0
2019-04-01,SEA,0.0
2019-04-02,SEA,0.0
2019-04-03,SEA,0.02
2019-04-04,SEA,0.01
2019-04-05,SEA,0.21
2019-04-06,SEA,
2019-04-07,SEA,
2019-04-08,SEA,
2019-04-09,SEA,0.22
2019-04-10,SEA,0.02
2019-04-11,SEA,0.32
2019-04-12,SEA,0.44
2019-04-13,SEA,0.04
2019-04-14,SEA,0.05
2019-04-15,SEA,0.02
2019-04-16,SEA,0.0
2019-04-17,SEA,0.17
2019-04-18,SEA,0.1
2019-04-19,SEA,0.07
2019-04-20,SEA,0.03
2019-04-21,SEA,0.17
2019-04-22,SEA,0.04
2019-04-23,SEA,0.07
2019-04-24,SEA,0.02
2019-04-25,SEA,0.0
2019-04-26,SEA,0.0
2019-04-27,SEA,0.0
2019-04-28,SEA,0.02
2019-04-29,SEA,0.0
2019-04-30,SEA,0.0
2019-05-01,SEA,0.0
2019-05-02,SEA,0.0
2019-05-03,SEA,0.0
2019-05-04,SEA,0.0
2019-05-05,SEA,0.0
2019-05-06,SEA,0.0
2019-05-07,SEA,0.0
2019-05-08,SEA,0.0
2019-05-09,SEA,0.0
2019-05-10,SEA,0.0
2019-05-11,SEA,0.0
2019-05-12,SEA,0.0
2019-05-13,SEA,0.0
2019-05-14,SEA,0.01
2019-05-15,SEA,0.14
2019-05-16,SEA,0.06
2019-05-17,SEA,0.6
2019-05-18,SEA,0.01
2019-05-19,SEA,0.01
2019-05-20,SEA,0.04
2019-05-21,SEA,0.15
2019-05-22,SEA,0.01
2019-05-23,SEA,0.0
2019-05-24,SEA,0.0
2019-05-25,SEA,0.0
2019-05-26,SEA,0.44
2019-05-27,SEA,0.01
2019-05-28,SEA,0.0
2019-05-29,SEA,0.0
2019-05-30,SEA,0.0
2019-05-31,SEA,0.0
2019-06-01,SEA,0.0
2019-06-02,SEA,0.0
2019-06-03,SEA,0.0
2019-06-04,SEA,0.0
2019-06-05,SEA,0.0
2019-06-06,SEA,0.0
2019-06-07,SEA,0.02
2019-06-08,SEA,0.1
2019-06-09,SEA,0.0
2019-06-10,SEA,0.0
2019-06-11,SEA,0.0
2019-06-12,SEA,0.0
2019-06-13,SEA,0.0
2019-06-14,SEA,0.0
2019-06-15,SEA,0.0
2019-06-16,SEA,0.0
2019-06-17,SEA,0.0
2019-06-18,SEA,0.12
2019-06-19,SEA,0.03
2019-06-20,SEA,0.31
2019-06-21,SEA,
2019-06-22,SEA,
2019-06-23,SEA,0.08
2019-06-24,SEA,0.02
2019-06-25,SEA,0.02
2019-06-26,SEA,0.0
2019-06-27,SEA,
2019-06-28,SEA,
2019-06-29,SEA,
2019-06-30,SEA,
2019-07-01,SEA,
2019-07-02,SEA,
2019-07-03,SEA,
2019-07-04,SEA,
2019-07-05,SEA,
2019-07-06,SEA,
2019-07-07,SEA,0.01
2019-07-08,SEA,0.15
2019-07-09,SEA,0.01
2019-07-10,SEA,0.22
2019-07-11,SEA,0.13
2019-07-12,SEA,0.01
2019-07-13,SEA,0.0
2019-07-14,SEA,0.0
2019-07-15,SEA,0.0
2019-07-16,SEA,0.07
2019-07-17,SEA,0.02
2019-07-18,SEA,0.13
2019-07-19,SEA,0.62
2019-07-20,SEA,0.02
2019-07-21,SEA,0.0
2019-07-22,SEA,0.0
2019-07-23,SEA,0.0
2019-07-24,SEA,0.0
2019-07-25,SEA,0.0
2019-07-26,SEA,0.0
2019-07-27,SEA,0.0
2019-07-28,SEA,0.0
2019-07-29,SEA,0.0
2019-07-30,SEA,0.0
2019-07-31,SEA,0.0
2019-08-01,SEA,0.0
2019-08-02,SEA,0.25
2019-08-03,SEA,0.0
2019-08-04,SEA,0.0
2019-08-05,SEA,0.0
2019-08-06,SEA,0.0
2019-08-07,SEA,0.0
2019-08-08,SEA,0.0
2019-08-09,SEA,0.0
2019-08-10,SEA,0.47
2019-08-11,SEA,0.18
2019-08-12,SEA,0.01
2019-08-13,SEA,0.0
2019-08-14,SEA,0.0
2019-08-15,SEA,
2019-08-16,SEA,
2019-08-17,SEA,
2019-08-18,SEA,
2019-08-19,SEA,
2019-08-20,SEA,
2019-08-21,SEA,
2019-08-22,SEA,0.13
2019-08-23,SEA,0.0
2019-08-24,SEA,0.0
2019-08-25,SEA,0.0
2019-08-26,SEA,0.0
2019-08-27,SEA,0.0
2019-08-28,SEA,0.0
2019-08-29,SEA,0.0
2019-08-30,SEA,0.22
2019-08-31,SEA,0.01
2019-09-01,SEA,0.0
2019-09-02,SEA,0.0
2019-09-03,SEA,0.0
2019-09-04,SEA,0.0
2019-09-05,SEA,0.0
2019-09-06,SEA,0.0
2019-09-07,SEA,0.0
2019-09-08,SEA,0.61
2019-09-09,SEA,0.1
2019-09-10,SEA,0.55
2019-09-11,SEA,0.02
2019-09-12,SEA,0.0
2019-09-13,SEA,0.21
2019-09-14,SEA,0.01
2019-09-15,SEA,0.35
2019-09-16,SEA,0.19
2019-09-17,SEA,0.04
2019-09-18,SEA,0.32
2019-09-19,SEA,0.0
2019-09-20,SEA,0.02
2019-09-21,SEA,0.0
2019-09-22,SEA,0.02
2019-09-23,SEA,0.32
2019-09-24,SEA,0.16
2019-09-25,SEA,0.0
2019-09-26,SEA,0.04
2019-09-27,SEA,0.31
2019-09-28,SEA,0.23
2019-09-29,SEA,0.25
2019-09-30,SEA,0.03
2019-10-01,SEA,0.0
2019-10-02,SEA,0.0
2019-10-03,SEA,0.02
2019-10-04,SEA,0.08
2019-10-05,SEA,0.01
2019-10-06,SEA,0.0
2019-10-07,SEA,0.0
2019-10-08,SEA,0.0
2019-10-09,SEA,0.2
2019-10-10,SEA,0.0
2019-10-11,SEA,0.0
2019-10-12,SEA,0.0
2019-10-13,SEA,0.0
2019-10-14,SEA,0.0
2019-10-15,SEA,0.0
2019-10-16,SEA,0.13
2019-10-17,SEA,0.26
2019-10-18,SEA,0.11
2019-10-19,SEA,0.96
2019-10-20,SEA,0.18
2019-10-21,SEA,0.27
2019-10-22,SEA,0.22
2019-10-23,SEA,0.06
2019-10-24,SEA,0.02
2019-10-25,SEA,0.0
2019-10-26,SEA,0.31
2019-10-27,SEA,0.03
2019-10-28,SEA,0.0
2019-10-29,SEA,0.0
2019-10-30,SEA,0.0
2019-10-31,SEA,0.0
2019-11-01,SEA,0.0
2019-11-02,SEA,0.0
2019-11-03,SEA,0.0
2019-11-04,SEA,0.0
2019-11-05,SEA,0.0
2019-11-06,SEA,0.0
2019-11-07,SEA,0.0
2019-11-08,SEA,0.0
2019-11-09,SEA,0.1
2019-11-10,SEA,0.21
2019-11-11,SEA,0.0
2019-11-12,SEA,0.25
2019-11-13,SEA,0.04
2019-11-14,SEA,0.0
2019-11-15,SEA,0.19
2019-11-16,SEA,0.02
2019-11-17,SEA,0.11
2019-11-18,SEA,0.22
2019-11-19,SEA,0.73
2019-11-20,SEA,0.03
2019-11-21,SEA,0.0
2019-11-22,SEA,0.0
2019-11-23,SEA,
2019-11-24,SEA,
2019-11-25,SEA,
2019-11-26,SEA,
2019-11-27,SEA,
2019-11-28,SEA,
2019-11-29,SEA,
2019-11-30,SEA,
2019-12-01,SEA,0.0
2019-12-02,SEA,0.03
2019-12-03,SEA,0.0
2019-12-04,SEA,0.02
2019-12-05,SEA,0.03
2019-12-06,SEA,0.0
2019-12-07,SEA,0.3
2019-12-08,SEA,0.17
2019-12-09,SEA,0.02
2019-12-10,SEA,0.0
2019-12-11,SEA,0.17
2019-12-12,SEA,0.43
2019-12-13,SEA,0.09
2019-12-14,SEA,0.03
2019-12-15,SEA,0.36
2019-12-16,SEA,0.08
2019-12-17,SEA,0.02
2019-12-18,SEA,0.0
2019-12-19,SEA,0.35
2019-12-20,SEA,1.9
2019-12-21,SEA,2.6
2019-12-22,SEA,0.33
2019-12-23,SEA,0.4
2019-12-24,SEA,0.05
2019-12-25,SEA,0.02
2019-12-26,SEA,0.0
2019-12-27,SEA,0.03
2019-12-28,SEA,0.0
2019-12-29,SEA,0.02
2019-12-30,SEA,0.07
2019-12-31,SEA,0.03
2020-01-01,SEA,0.15
2020-01-02,SEA,0.33
2020-01-03,SEA,0.19
2020-01-04,SEA,
2020-01-05,SEA,
2020-01-06,SEA,
2020-01-07,SEA,0.48
2020-01-08,SEA,0.05
2020-01-09,SEA,0.04
2020-01-10,SEA,0.15
2020-01-11,SEA,0.43
2020-01-12,SEA,0.12
2020-01-13,SEA,0.11
2020-01-14,SEA,0.19
2020-01-15,SEA,0.01
2020-01-16,SEA,0.07
2020-01-17,SEA,0.01
2020-01-18,SEA,0.45
2020-01-19,SEA,0.04
2020-01-20,SEA,0.08
2020-01-21,SEA,0.22
2020-01-22,SEA,0.76
2020-01-23,SEA,0.45
2020-01-24,SEA,0.8
2020-01-25,SEA,0.4
2020-01-26,SEA,0.26
2020-01-27,SEA,0.17
2020-01-28,SEA,0.98
2020-01-29,SEA,0.05
2020-01-30,SEA,0.2
2020-01-31,SEA,0.22
2020-02-01,SEA,1.44
2020-02-02,SEA,0.01
2020-02-03,SEA,0.03
2020-02-04,SEA,0.01
2020-02-05,SEA,0.69
2020-02-06,SEA,1.34
2020-02-07,SEA,0.58
2020-02-08,SEA,0.2
2020-02-09,SEA,0.03
2020-02-10,SEA,0.0
2020-02-11,SEA,0.0
2020-02-12,SEA,0.03
2020-02-13,SEA,0.0
2020-02-14,SEA,0.1
2020-02-15,SEA,0.07
2020-02-16,SEA,
2020-02-17,SEA,
2020-02-18,SEA,
2020-02-19,SEA,
2020-02-20,SEA,
2020-02-21,SEA,
2020-02-22,SEA,
2020-02-23,SEA,
2020-02-24,SEA,
2020-02-25,SEA,
2020-02-26,SEA,
2020-02-27,SEA,0.01
2020-02-28,SEA,0.0
2020-02-29,SEA,0.12
2020-03-01,SEA,0.01
2020-03-02,SEA,0.02
2020-03-03,SEA,0.12
2020-03-04,SEA,0.01
2020-03-05,SEA,0.0
2020-03-06,SEA,0.71
2020-03-07,SEA,0.12
2020-03-08,SEA,0.23
2020-03-09,SEA,0.02
2020-03-10,SEA,0.0
2020-03-11,SEA,0.07
2020-03-12,SEA,0.02
2020-03-13,SEA,0.1
2020-03-14,SEA,0.29
2020-03-15,SEA,0.0
2020-03-16,SEA,0.0
2020-03-17,SEA,0.0
2020-03-18,SEA,0.0
2020-03-19,SEA,0.0
2020-03-20,SEA,0.0
2020-03-21,SEA,0.0
2020-03-22,SEA,0.0
2020-03-23,SEA,0.0
2020-03-24,SEA,0.0
2020-03-25,SEA,0.34
2020-03-26,SEA,0.03
2020-03-27,SEA,0.02
2020-03-28,SEA,0.03
2020-03-29,SEA,0.64
2020-03-30,SEA,0.35
2020-03-31,SEA,0.49
2020-04-01,SEA,0.1
2020-04-02,SEA,0.01
2020-04-03,SEA,0.0
2020-04-04,SEA,0.02
2020-04-05,SEA,0.0
2020-04-06,SEA,0.0
2020-04-07,SEA,0.0
2020-04-08,SEA,0.0
2020-04-09,SEA,0.0
2020-04-10,SEA,0.0
2020-04-11,SEA,0.0
2020-04-12,SEA,0.0
2020-04-13,SEA,0.0
2020-04-14,SEA,0.0
2020-04-15,SEA,0.0
2020-04-16,SEA,0.0
2020-04-17,SEA,0.0
2020-04-18,SEA,0.02
2020-04-19,SEA,0.05
2020-04-20,SEA,0.0
2020-04-21,SEA,0.0
2020-04-22,SEA,0.03
2020-04-23,SEA,0.82
2020-04-24,SEA,0.11
2020-04-25,SEA,0.12
2020-04-26,SEA,0.2
2020-04-27,SEA,0.19
2020-04-28,SEA,0.01
2020-04-29,SEA,0.01
2020-04-30,SEA,0.04
2020-05-01,SEA,0.01
2020-05-02,SEA,0.06
2020-05-03,SEA,0.19
2020-05-04,SEA,0.0
2020-05-05,SEA,0.0
2020-05-06,SEA,0.01
2020-05-07,SEA,0.02
2020-05-08,SEA,0.0
2020-05-09,SEA,0.0
2020-05-10,SEA,0.0
2020-05-11,SEA,0.0
2020-05-12,SEA,0.06
2020-05-13,SEA,0.03
2020-05-14,SEA,0.06
2020-05-15,SEA,0.13
2020-05-16,SEA,0.02
2020-05-17,SEA,0.66
2020-05-18,SEA,0.02
2020-05-19,SEA,0.0
2020-05-20,SEA,0.0
2020-05-21,SEA,0.32
2020-05-22,SEA,0.17
2020-05-23,SEA,0.45
2020-05-24,SEA,0.0
2020-05-25,SEA,0.06
2020-05-26,SEA,0.1
2020-05-27,SEA,0.02
2020-05-28,SEA,0.0
2020-05-29,SEA,0.0
2020-05-30,SEA,0.0
2020-05-31,SEA,1.29
2020-06-01,SEA,0.04
2020-06-02,SEA,0.0
2020-06-03,SEA,0.02
2020-06-04,SEA,0.0
2020-06-05,SEA,0.0
2020-06-06,SEA,0.0
2020-06-07,SEA,0.04
2020-06-08,SEA,0.05
2020-06-09,SEA,0.1
2020-06-10,SEA,0.21
2020-06-11,SEA,0.03
2020-06-12,SEA,0.17
2020-06-13,SEA,0.25
2020-06-14,SEA,0.04
2020-06-15,SEA,0.08
2020-06-16,SEA,0.09
2020-06-17,SEA,0.01
2020-06-18,SEA,0.0
2020-06-19,SEA,0.0
2020-06-20,SEA,0.01
2020-06-21,SEA,0.06
2020-06-22,SEA,0.0
2020-06-23,SEA,0.0
2020-06-24,SEA,0.0
2020-06-25,SEA,0.0
2020-06-26,SEA,0.0
2020-06-27,SEA,0.01
2020-06-28,SEA,0.54
2020-06-29,SEA,0.01
2020-06-30,SEA,0.04
2020-07-01,SEA,0.07
2020-07-02,SEA,0.03
2020-07-03,SEA,0.01
2020-07-04,SEA,0.0
2020-07-05,SEA,0.0
2020-07-06,SEA,0.0
2020-07-07,SEA,0.0
2020-07-08,SEA,0.0
2020-07-09,SEA,0.01
2020-07-10,SEA,0.01
2020-07-11,SEA,0.01
2020-07-12,SEA,0.03
2020-07-13,SEA,0.05
2020-07-14,SEA,0.0
2020-07-15,SEA,0.0
2020-07-16,SEA,0.0
2020-07-17,SEA,0.04
2020-07-18,SEA,0.02
2020-07-19,SEA,0.0
2020-07-20,SEA,0.0
2020-07-21,SEA,0.0
2020-07-22,SEA,0.03
2020-07-23,SEA,0.0
2020-07-24,SEA,0.0
2020-07-25,SEA,0.0
2020-07-26,SEA,0.0
2020-07-27,SEA,0.0
2020-07-28,SEA,0.0
2020-07-29,SEA,0.0
2020-07-30,SEA,0.0
2020-07-31,SEA,0.0
2020-08-01,SEA,0.0
2020-08-02,SEA,0.0
2020-08-03,SEA,0.0
2020-08-04,SEA,0.0
2020-08-05,SEA,0.0
2020-08-06,SEA,0.05
2020-08-07,SEA,0.28
2020-08-08,SEA,0.02
2020-08-09,SEA,0.03
2020-08-10,SEA,0.0
2020-08-11,SEA,0.0
2020-08-12,SEA,0.0
2020-08-13,SEA,0.0
2020-08-14,SEA,0.0
2020-08-15,SEA,0.0
2020-08-16,SEA,0.0
2020-08-17,SEA,0.0
2020-08-18,SEA,0.0
2020-08-19,SEA,0.0
2020-08-20,SEA,0.04
2020-08-21,SEA,0.05
2020-08-22,SEA,0.03
2020-08-23,SEA,0.0
2020-08-24,SEA,0.0
2020-08-25,SEA,0.0
2020-08-26,SEA,0.0
2020-08-27,SEA,0.0
2020-08-28,SEA,0.0
2020-08-29,SEA,0.0
2020-08-30,SEA,0.0
2020-08-31,SEA,0.02
2020-09-01,SEA,0.0
2020-09-02,SEA,0.0
2020-09-03,SEA,0.0
2020-09-04,SEA,0.0
2020-09-05,SEA,0.0
2020-09-06,SEA,0.0
2020-09-07,SEA,0.0
2020-09-08,SEA,0.0
2020-09-09,SEA,0.0
2020-09-10,SEA,0.0
2020-09-11,SEA,0.0
2020-09-12,SEA,0.0
2020-09-13,SEA,0.0
2020-09-14,SEA,0.0
2020-09-15,SEA,0.1
2020-09-16,SEA,0.02
2020-09-17,SEA,0.0
2020-09-18,SEA,0.0
2020-09-19,SEA,
2020-09-20,SEA,
2020-09-21,SEA,
2020-09-22,SEA,
2020-09-23,SEA,
2020-09-24,SEA,
2020-09-25,SEA,
2020-09-26,SEA,
2020-09-27,SEA,
2020-09-28,SEA,
2020-09-29,SEA,0.0
2020-09-30,SEA,0.0
2020-10-01,SEA,0.0
2020-10-02,SEA,0.0
2020-10-03,SEA,0.01
2020-10-04,SEA,0.06
2020-10-05,SEA,0.02
2020-10-06,SEA,0.0
2020-10-07,SEA,0.0
2020-10-08,SEA,0.02
2020-10-09,SEA,0.0
2020-10-10,SEA,0.99
2020-10-11,SEA,0.03
2020-10-12,SEA,0.58
2020-10-13,SEA,0.61
2020-10-14,SEA,0.02
2020-10-15,SEA,0.0
2020-10-16,SEA,0.0
2020-10-17,SEA,0.24
2020-10-18,SEA,0.02
2020-10-19,SEA,0.14
2020-10-20,SEA,0.23
2020-10-21,SEA,0.12
2020-10-22,SEA,0.43
2020-10-23,SEA,0.05
2020-10-24,SEA,0.12
2020-10-25,SEA,0.02
2020-10-26,SEA,0.01
2020-10-27,SEA,0.0
2020-10-28,SEA,0.0
2020-10-29,SEA,0.03
2020-10-30,SEA,0.03
2020-10-31,SEA,0.0
2020-11-01,SEA,0.0
2020-11-02,SEA,0.0
2020-11-03,SEA,0.09
2020-11-04,SEA,0.78
2020-11-05,SEA,0.2
2020-11-06,SEA,0.15
2020-11-07,SEA,0.03
2020-11-08,SEA,0.02
2020-11-09,SEA,0.0
2020-11-10,SEA,0.11
2020-11-11,SEA,0.03
2020-11-12,SEA,0.0
2020-11-13,SEA,0.96
2020-11-14,SEA,0.02
2020-11-15,SEA,0.46
2020-11-16,SEA,0.06
2020-11-17,SEA,0.64
2020-11-18,SEA,0.55
2020-11-19,SEA,0.29
2020-11-20,SEA,0.06
2020-11-21,SEA,0.03
2020-11-22,SEA,0.0
2020-11-23,SEA,0.2
2020-11-24,SEA,0.07
2020-11-25,SEA,0.16
2020-11-26,SEA,0.04
2020-11-27,SEA,0.03
2020-11-28,SEA,0.09
2020-11-29,SEA,0.05
2020-11-30,SEA,0.45
2020-12-01,SEA,0.0
2020-12-02,SEA,0.0
2020-12-03,SEA,0.0
2020-12-04,SEA,0.0
2020-12-05,SEA,0.0
2020-12-06,SEA,0.01
2020-12-07,SEA,0.0
2020-12-08,SEA,0.07
2020-12-09,SEA,0.58
2020-12-10,SEA,0.0
2020-12-11,SEA,0.03
2020-12-12,SEA,0.0
2020-12-13,SEA,0.07
2020-12-14,SEA,0.19
2020-12-15,SEA,0.24
2020-12-16,SEA,0.06
2020-12-17,SEA,0.52
2020-12-18,SEA,0.11
2020-12-19,SEA,0.08
2020-12-20,SEA,0.37
2020-12-21,SEA,0.64
2020-12-22,SEA,2.42
2020-12-23,SEA,0.0
2020-12-24,SEA,0.0
2020-12-25,SEA,0.03
2020-12-26,SEA,0.48
2020-12-27,SEA,0.11
2020-12-28,SEA,0.14
2020-12-29,SEA,0.03
2020-12-30,SEA,0.48
2020-12-31,SEA,0.5
2021-01-01,SEA,0.11
2021-01-02,SEA,0.42
2021-01-03,SEA,1.6
2021-01-04,SEA,0.65
2021-01-05,SEA,0.36
2021-01-06,SEA,1.05
2021-01-07,SEA,0.0
2021-01-08,SEA,0.1
2021-01-09,SEA,0.2
2021-01-10,SEA,0.1
2021-01-11,SEA,0.03
2021-01-12,SEA,1.72
2021-01-13,SEA,0.98
2021-01-14,SEA,0.0
2021-01-15,SEA,0.19
2021-01-16,SEA,0.02
2021-01-17,SEA,0.05
2021-01-18,SEA,0.0
2021-01-19,SEA,0.0
2021-01-20,SEA,0.0
2021-01-21,SEA,0.05
2021-01-22,SEA,0.02
